,current_price,std_dev,average,upper,lower,BUSD,BTC,total_balance,action
2021-10-25 05:55:00,61836.31,72.22619,61963.918,62108.370346069336,61819.465591430664,1000028.3733999997,10.0,1618391.4733999996,NoTrade
2021-10-25 06:00:00,61816.56,78.78171,61958.344,62115.907165527344,61800.780334472656,1000028.3733999997,10.0,1618193.9733999996,NoTrade
2021-10-25 06:05:00,61813.77,84.018845,61954.07,62122.108001708984,61786.032623291016,1000028.3733999997,10.0,1618166.0733999996,NoTrade
2021-10-25 06:10:00,61842.51,86.68149,61951.324,62124.68719482422,61777.96124267578,1000028.3733999997,10.0,1618453.4733999996,NoTrade
2021-10-25 06:15:00,61900.39,85.73648,61952.594,62124.06671142578,61781.12078857422,1000028.3733999997,10.0,1619032.2733999998,NoTrade
2021-10-25 06:20:00,61912.98,86.161316,61950.992,62123.31481933594,61778.66955566406,1000028.3733999997,10.0,1619158.1733999997,NoTrade
2021-10-25 06:25:00,61842.93,87.74047,61942.188,62117.66844177246,61766.70655822754,1000028.3733999997,10.0,1618457.6733999997,NoTrade
2021-10-25 06:30:00,61857.9,88.86533,61935.594,62113.32441711426,61757.86308288574,1000028.3733999997,10.0,1618607.3733999997,NoTrade
2021-10-25 06:35:00,61936.11,83.96584,61929.27,62097.20121765137,61761.33784484863,1000028.3733999997,10.0,1619389.4733999996,NoTrade
2021-10-25 06:40:00,62025.6,86.50856,61933.22,62106.23587036133,61760.20162963867,1000028.3733999997,10.0,1620284.3733999997,NoTrade
2021-10-25 06:45:00,62036.26,89.382645,61938.176,62116.94107055664,61759.41049194336,1000028.3733999997,10.0,1620390.9733999996,NoTrade
2021-10-25 06:50:00,62039.92,92.08682,61942.695,62126.86895751953,61758.52166748047,1000028.3733999997,10.0,1620427.5733999996,NoTrade
2021-10-25 06:55:00,62016.4,87.96059,61939.293,62115.2141418457,61763.3717956543,1000028.3733999997,10.0,1620192.3733999997,NoTrade
2021-10-25 07:00:00,61962.72,82.305984,61933.55,62098.16275024414,61768.93881225586,1000028.3733999997,10.0,1619655.5733999996,NoTrade
2021-10-25 07:05:00,62007.08,76.52149,61929.57,62082.61329650879,61776.52732849121,1000028.3733999997,10.0,1620099.1733999997,NoTrade
